"customer_id,last_active_week,activity_status"
"1965-AKTSX,2023-12-13 00:00:00.000000,Dormant"
"1965-DDBWU,2023-09-10 00:00:00.000000,Dormant"
"1970-KKFWL,2023-08-08 00:00:00.000000,Dormant"
"1971-DTCZB,2024-02-17 00:00:00.000000,Dormant"
"1972-XMUWV,2023-12-04 00:00:00.000000,Dormant"
"1976-AZZPJ,2023-11-05 00:00:00.000000,Dormant"
"1976-CFOCS,2023-05-10 00:00:00.000000,Dormant"
"1977-STDKI,2023-01-05 00:00:00.000000,Dormant"
"1980-KXVPM,2023-07-15 00:00:00.000000,Dormant"
"1981-INRFU,2023-09-08 00:00:00.000000,Dormant"
"1982-FEBTD,2023-06-18 00:00:00.000000,Dormant"
"1984-FCOWB,2024-01-28 00:00:00.000000,Dormant"
"1984-GPTEH,2024-05-07 00:00:00.000000,Dormant"
"1985-MBRYP,2024-02-18 00:00:00.000000,Dormant"
"1986-PHGZF,2023-08-12 00:00:00.000000,Dormant"
"1987-AUELQ,2023-12-31 00:00:00.000000,Dormant"
"1989-PRJHP,2024-04-22 00:00:00.000000,Dormant"
"1991-VOPLL,2024-01-06 00:00:00.000000,Dormant"
"1996-DBMUS,2024-05-03 00:00:00.000000,Dormant"
"1998-VHJHK,2024-04-14 00:00:00.000000,Dormant"
"2000-DHJUY,2024-04-30 00:00:00.000000,Dormant"
"2000-MPKCA,2023-07-29 00:00:00.000000,Dormant"
"2001-EWBQU,2023-11-28 00:00:00.000000,Dormant"
"2001-MCUUW,2023-06-22 00:00:00.000000,Dormant"
"2002-MZHWP,2023-03-06 00:00:00.000000,Dormant"
"2003-CKLOR,2023-10-25 00:00:00.000000,Dormant"
"2004-OCQXK,2023-01-22 00:00:00.000000,Dormant"
"2005-DWQZJ,2024-01-19 00:00:00.000000,Dormant"
"2007-QVGAW,2023-07-29 00:00:00.000000,Dormant"
"2011-TRQYE,2023-05-10 00:00:00.000000,Dormant"
"2012-NWRPA,2023-05-22 00:00:00.000000,Dormant"
"2013-SGDXK,2023-01-20 00:00:00.000000,Dormant"
"2014-MKGMH,2024-02-06 00:00:00.000000,Dormant"
"2017-CCBLH,2024-02-12 00:00:00.000000,Dormant"
"2018-PZKMU,2023-04-04 00:00:00.000000,Dormant"
"2018-QKYGT,2023-08-24 00:00:00.000000,Dormant"
"2019-HDCZY,2024-04-12 00:00:00.000000,Dormant"
"2023-VQFDL,2023-06-30 00:00:00.000000,Dormant"
"2024-BASKD,2023-09-27 00:00:00.000000,Dormant"
"2025-JKFWI,2024-02-06 00:00:00.000000,Dormant"
"2026-TGDHM,2023-10-31 00:00:00.000000,Dormant"
"2027-CWDNU,2023-08-13 00:00:00.000000,Dormant"
"2027-DNKIV,2023-09-22 00:00:00.000000,Dormant"
"2027-FECZV,2024-02-02 00:00:00.000000,Dormant"
"2027-OAQQC,2023-10-14 00:00:00.000000,Dormant"
"2027-WKXMW,2023-08-13 00:00:00.000000,Dormant"
"2030-BTZRO,2023-04-13 00:00:00.000000,Dormant"
"2034-CGRHZ,2023-10-13 00:00:00.000000,Dormant"
"2034-GDRCN,2023-01-16 00:00:00.000000,Dormant"
"2037-SGXHH,2023-07-29 00:00:00.000000,Dormant"
"2037-XJFUP,2024-06-04 00:00:00.000000,Dormant"
"2038-LLMLM,2023-11-06 00:00:00.000000,Dormant"
"2038-OEQZH,2023-11-26 00:00:00.000000,Dormant"
"2038-YSEZE,2024-01-27 00:00:00.000000,Dormant"
"2039-JONDJ,2024-02-01 00:00:00.000000,Dormant"
"2040-LDIWQ,2024-04-02 00:00:00.000000,Dormant"
"2040-OBMLJ,2023-09-25 00:00:00.000000,Dormant"
"2040-VZIKE,2023-08-28 00:00:00.000000,Dormant"
"2040-XBAVJ,2023-07-30 00:00:00.000000,Dormant"
"2041-JIJCI,2023-05-31 00:00:00.000000,Dormant"
"2043-WVTQJ,2023-07-14 00:00:00.000000,Dormant"
"2045-BMBTJ,2023-08-25 00:00:00.000000,Dormant"
"2049-BAFNW,2023-06-09 00:00:00.000000,Dormant"
"2050-ONYDQ,2023-08-17 00:00:00.000000,Dormant"
"2054-PJOCK,2024-03-22 00:00:00.000000,Dormant"
"2055-BFOCC,2023-10-17 00:00:00.000000,Dormant"
"2055-PDADH,2023-04-19 00:00:00.000000,Dormant"
"2055-SIFSS,2024-05-09 00:00:00.000000,Dormant"
"2056-EVGZL,2024-02-13 00:00:00.000000,Dormant"
"2057-BOYKM,2024-04-02 00:00:00.000000,Dormant"
"2057-ZBLPD,2023-11-25 00:00:00.000000,Dormant"
"2058-DCJBE,2023-08-19 00:00:00.000000,Dormant"
"2061-VVFST,2024-01-07 00:00:00.000000,Dormant"
"2065-MMKGR,2023-10-17 00:00:00.000000,Dormant"
"2067-QYTCF,2023-06-19 00:00:00.000000,Dormant"
"2068-WWXQZ,2023-12-30 00:00:00.000000,Dormant"
"2070-FNEXE,2023-03-09 00:00:00.000000,Dormant"
"2070-XYMFH,2023-12-31 00:00:00.000000,Dormant"
"2072-ZVJJX,2024-04-19 00:00:00.000000,Dormant"
"2073-QBVBI,2024-05-29 00:00:00.000000,Dormant"
"2074-GKOWZ,2023-07-26 00:00:00.000000,Dormant"
"2074-GUHPQ,2023-10-05 00:00:00.000000,Dormant"
"2075-PUEPR,2024-01-24 00:00:00.000000,Dormant"
"2075-RMJIK,2023-09-20 00:00:00.000000,Dormant"
"2077-DDHJK,2023-07-23 00:00:00.000000,Dormant"
"2077-MPJQO,2023-07-06 00:00:00.000000,Dormant"
"2079-FBMZK,2024-01-09 00:00:00.000000,Dormant"
"2080-CAZNM,2023-08-13 00:00:00.000000,Dormant"
"2080-GKCWQ,2024-01-07 00:00:00.000000,Dormant"
"2080-SRCDE,2023-04-29 00:00:00.000000,Dormant"
"2081-KJSQF,2023-08-23 00:00:00.000000,Dormant"
"2081-VEYEH,2023-10-11 00:00:00.000000,Dormant"
"2082-CEFLT,2023-11-15 00:00:00.000000,Dormant"
"2082-OJVTK,2023-09-15 00:00:00.000000,Dormant"
"2085-BOJKI,2023-05-02 00:00:00.000000,Dormant"
"2085-JVGAD,2024-04-16 00:00:00.000000,Dormant"
"2087-QAREY,2024-04-12 00:00:00.000000,Dormant"
"2088-IEBAU,2024-06-08 00:00:00.000000,Dormant"
"2091-GPPIQ,2023-12-13 00:00:00.000000,Dormant"
"2091-MJTFX,2024-03-20 00:00:00.000000,Dormant"
"2091-RFFBA,2024-01-25 00:00:00.000000,Dormant"
"2096-XOTMO,2023-05-19 00:00:00.000000,Dormant"
"2097-YVPKN,2024-04-28 00:00:00.000000,Dormant"
"2100-BDNSN,2023-11-21 00:00:00.000000,Dormant"
"2101-RANCD,2024-05-02 00:00:00.000000,Dormant"
"2103-ZRXFN,2023-12-18 00:00:00.000000,Dormant"
"2105-PHWON,2023-09-04 00:00:00.000000,Dormant"
"2107-FBPTK,2023-08-26 00:00:00.000000,Dormant"
"2108-GLPQB,2023-07-19 00:00:00.000000,Dormant"
"2108-XWMPY,2023-06-26 00:00:00.000000,Dormant"
"2108-YKQTY,2023-07-30 00:00:00.000000,Dormant"
"2111-DWYHN,2023-12-02 00:00:00.000000,Dormant"
"2114-MGINA,2023-08-14 00:00:00.000000,Dormant"
"2115-BFTIW,2023-07-30 00:00:00.000000,Dormant"
"2120-SMPEX,2024-01-11 00:00:00.000000,Dormant"
"2121-JAFOM,2023-12-10 00:00:00.000000,Dormant"
"2122-SZZZD,2024-04-27 00:00:00.000000,Dormant"
"2122-YWVYA,2023-05-09 00:00:00.000000,Dormant"
"2123-AGEEN,2023-10-11 00:00:00.000000,Dormant"
"2123-VSCOT,2024-04-18 00:00:00.000000,Dormant"
"2126-GSEGL,2023-12-17 00:00:00.000000,Dormant"
"2129-ALKBS,2024-03-03 00:00:00.000000,Dormant"
"2133-TSRRM,2023-12-26 00:00:00.000000,Dormant"
"2135-DQWAQ,2023-10-25 00:00:00.000000,Dormant"
"2135-RXIHG,2023-05-13 00:00:00.000000,Dormant"
"2137-DQMEV,2024-03-06 00:00:00.000000,Dormant"
"2138-VFAPZ,2023-06-14 00:00:00.000000,Dormant"
"2139-FQHLM,2023-10-07 00:00:00.000000,Dormant"
"2141-RRYGO,2023-01-26 00:00:00.000000,Dormant"
"2143-LJULT,2024-04-19 00:00:00.000000,Dormant"
"2144-BFDSO,2023-08-10 00:00:00.000000,Dormant"
"2144-ESWKO,2023-11-28 00:00:00.000000,Dormant"
"2146-EGVDT,2023-07-12 00:00:00.000000,Dormant"
"2150-OEGBV,2024-01-14 00:00:00.000000,Dormant"
"2150-UWTFY,2023-10-01 00:00:00.000000,Dormant"
"2150-WLKUW,2024-05-01 00:00:00.000000,Dormant"
"2153-MREFK,2023-07-04 00:00:00.000000,Dormant"
"2154-KVJFF,2024-03-16 00:00:00.000000,Dormant"
"2155-AMQRX,2024-04-26 00:00:00.000000,Dormant"
"2157-MXBJS,2023-07-20 00:00:00.000000,Dormant"
"2159-TURXX,2023-11-28 00:00:00.000000,Dormant"
"2160-GPFXD,2023-08-22 00:00:00.000000,Dormant"
"2162-FRZAA,2023-07-16 00:00:00.000000,Dormant"
"2164-SOQXL,2023-12-07 00:00:00.000000,Dormant"
"2165-VOEGB,2023-09-10 00:00:00.000000,Dormant"
"2167-FQSTQ,2023-07-03 00:00:00.000000,Dormant"
"2169-RRLFW,2023-12-19 00:00:00.000000,Dormant"
"2171-UDMFD,2024-03-24 00:00:00.000000,Dormant"
"2172-EJXVF,2023-11-07 00:00:00.000000,Dormant"
"2176-LVPNX,2024-01-25 00:00:00.000000,Dormant"
"2176-OSJUV,2024-03-27 00:00:00.000000,Dormant"
"2178-PMGCJ,2023-09-05 00:00:00.000000,Dormant"
"2180-DXNEG,2023-08-06 00:00:00.000000,Dormant"
"2181-TIDSV,2024-03-31 00:00:00.000000,Dormant"
"2181-UAESM,2023-03-14 00:00:00.000000,Dormant"
"2186-QZEYA,2024-06-09 00:00:00.000000,Dormant"
"2187-LZGPL,2023-04-07 00:00:00.000000,Dormant"
"2187-PKZAY,2023-07-02 00:00:00.000000,Dormant"
"2188-SXWVT,2024-01-07 00:00:00.000000,Dormant"
"2189-UXTKY,2023-10-16 00:00:00.000000,Dormant"
"2189-WWOEW,2024-02-07 00:00:00.000000,Dormant"
"2190-BCXEC,2023-12-30 00:00:00.000000,Dormant"
"2190-PHBHR,2023-10-14 00:00:00.000000,Dormant"
"2192-CKRLV,2023-09-02 00:00:00.000000,Dormant"
"2192-OZITF,2024-02-23 00:00:00.000000,Dormant"
"2193-SFWQW,2024-05-02 00:00:00.000000,Dormant"
"2194-IIQOF,2024-02-27 00:00:00.000000,Dormant"
"2195-VVRJF,2023-12-23 00:00:00.000000,Dormant"
"2195-ZRVAX,2024-02-23 00:00:00.000000,Dormant"
"2197-OMWGI,2024-03-13 00:00:00.000000,Dormant"
"2200-DSAAL,2024-05-08 00:00:00.000000,Dormant"
"2202-CUYXZ,2023-10-13 00:00:00.000000,Dormant"
"2202-OUTMO,2023-08-22 00:00:00.000000,Dormant"
"2203-GHNWN,2023-08-08 00:00:00.000000,Dormant"
"2205-LPVGL,2023-09-15 00:00:00.000000,Dormant"
"2205-YMZZJ,2023-04-08 00:00:00.000000,Dormant"
"2207-NHRJK,2023-04-06 00:00:00.000000,Dormant"
"2207-OBZNX,2023-06-30 00:00:00.000000,Dormant"
"2207-QPJED,2023-07-10 00:00:00.000000,Dormant"
"2207-RYYRL,2023-09-21 00:00:00.000000,Dormant"
"2208-MPXIO,2023-10-29 00:00:00.000000,Dormant"
"2208-NKVVH,2023-11-27 00:00:00.000000,Dormant"
"2208-NQBCT,2024-03-27 00:00:00.000000,Dormant"
"2208-UGTGR,2023-10-04 00:00:00.000000,Dormant"
"2209-XADXF,2023-05-07 00:00:00.000000,Dormant"
"2211-RMNHO,2024-03-02 00:00:00.000000,Dormant"
"2212-LYASK,2023-09-03 00:00:00.000000,Dormant"
"2215-ZAFGX,2023-03-21 00:00:00.000000,Dormant"
"2219-MVUSO,2023-10-08 00:00:00.000000,Dormant"
"2220-IAHLS,2023-05-21 00:00:00.000000,Dormant"
"2223-GDSHL,2024-05-01 00:00:00.000000,Dormant"
"2223-KAGMX,2023-06-02 00:00:00.000000,Dormant"
"2225-ZRGSG,2024-04-07 00:00:00.000000,Dormant"
"2226-ICFDO,2024-01-06 00:00:00.000000,Dormant"
"2227-JRSJX,2023-06-06 00:00:00.000000,Dormant"
"2228-BZDEE,2024-03-27 00:00:00.000000,Dormant"
"2229-DPMBI,2023-05-10 00:00:00.000000,Dormant"
"2229-VWQJH,2023-08-15 00:00:00.000000,Dormant"
"2230-XTUWL,2023-12-15 00:00:00.000000,Dormant"
"2232-DMLXU,2023-03-11 00:00:00.000000,Dormant"
"2233-FAGXV,2023-04-07 00:00:00.000000,Dormant"
"2233-TXSIU,2024-01-12 00:00:00.000000,Dormant"
"2234-EOFPT,2023-06-18 00:00:00.000000,Dormant"
"2234-XADUH,2023-06-30 00:00:00.000000,Dormant"
"2235-DWLJU,2023-02-23 00:00:00.000000,Dormant"
"2235-EZAIK,2024-04-07 00:00:00.000000,Dormant"
"2235-ZGKPT,2023-05-19 00:00:00.000000,Dormant"
"2236-HILPA,2023-08-01 00:00:00.000000,Dormant"
"2237-ZFSMY,2023-09-09 00:00:00.000000,Dormant"
"2239-CFOUJ,2023-03-11 00:00:00.000000,Dormant"
"2239-CGBUZ,2023-08-24 00:00:00.000000,Dormant"
"2239-JALAW,2024-03-20 00:00:00.000000,Dormant"
"2240-HSJQD,2024-04-21 00:00:00.000000,Dormant"
"2242-MFOTG,2024-05-17 00:00:00.000000,Dormant"
"2243-FNMMI,2024-02-15 00:00:00.000000,Dormant"
"2245-ADZFJ,2023-08-12 00:00:00.000000,Dormant"
"2249-YPRNG,2023-09-26 00:00:00.000000,Dormant"
"2250-IVBWA,2023-07-14 00:00:00.000000,Dormant"
"2251-PYLPB,2023-09-03 00:00:00.000000,Dormant"
"2252-ISRNH,2023-05-05 00:00:00.000000,Dormant"
"2252-JHJGE,2023-10-04 00:00:00.000000,Dormant"
"2252-NKNSI,2023-09-21 00:00:00.000000,Dormant"
"2253-KPMNB,2024-01-05 00:00:00.000000,Dormant"
"2254-DLXRI,2023-06-03 00:00:00.000000,Dormant"
"2256-YLYLP,2023-07-11 00:00:00.000000,Dormant"
"2257-BOVXD,2023-08-22 00:00:00.000000,Dormant"
"2259-OUUSZ,2023-09-13 00:00:00.000000,Dormant"
"2260-USTRB,2023-10-30 00:00:00.000000,Dormant"
"2262-SLNVK,2023-08-12 00:00:00.000000,Dormant"
"2263-SFSQZ,2024-05-23 00:00:00.000000,Dormant"
"2265-CYWIV,2023-01-25 00:00:00.000000,Dormant"
"2266-FUBDZ,2024-01-03 00:00:00.000000,Dormant"
"2266-SJNAT,2023-12-26 00:00:00.000000,Dormant"
"2267-FPIMA,2024-01-19 00:00:00.000000,Dormant"
"2267-WTPYD,2023-10-15 00:00:00.000000,Dormant"
"2270-CHBFN,2024-01-05 00:00:00.000000,Dormant"
"2272-JKMSI,2023-10-07 00:00:00.000000,Dormant"
"2272-QAGFO,2023-05-07 00:00:00.000000,Dormant"
"2272-UOINI,2023-07-12 00:00:00.000000,Dormant"
"2272-WUSPA,2023-11-18 00:00:00.000000,Dormant"
"2273-QCKXA,2023-09-03 00:00:00.000000,Dormant"
"2274-XUATA,2024-04-09 00:00:00.000000,Dormant"
"2275-RBYQS,2023-01-26 00:00:00.000000,Dormant"
"2276-YDAVZ,2023-05-22 00:00:00.000000,Dormant"
"2277-AXSDC,2024-01-21 00:00:00.000000,Dormant"
"2277-BKJKN,2023-07-11 00:00:00.000000,Dormant"
"2277-DJJDL,2023-12-16 00:00:00.000000,Dormant"
"2277-VWCNI,2023-05-11 00:00:00.000000,Dormant"
"2279-AXJJK,2024-01-21 00:00:00.000000,Dormant"
"2282-YGNOR,2023-08-21 00:00:00.000000,Dormant"
"2284-VFLKH,2023-12-31 00:00:00.000000,Dormant"
"2292-XQWSV,2024-06-08 00:00:00.000000,Dormant"
"2293-IJWPS,2024-04-09 00:00:00.000000,Dormant"
"2294-DMMUS,2023-12-30 00:00:00.000000,Dormant"
"2294-SALNE,2023-09-10 00:00:00.000000,Dormant"
"2296-DKZFP,2024-05-23 00:00:00.000000,Dormant"
"2300-RQGOI,2024-05-21 00:00:00.000000,Dormant"
"2302-ANTDP,2024-05-04 00:00:00.000000,Dormant"
"2302-OUZXB,2024-05-10 00:00:00.000000,Dormant"
"2303-PJYHN,2023-02-08 00:00:00.000000,Dormant"
"2305-MRGLV,2024-02-28 00:00:00.000000,Dormant"
"2307-FYNNL,2023-08-05 00:00:00.000000,Dormant"
"2308-STERM,2023-10-15 00:00:00.000000,Dormant"
"2309-OSFEU,2023-10-18 00:00:00.000000,Dormant"
"2311-QYMUQ,2023-12-02 00:00:00.000000,Dormant"
"2314-TNDJQ,2023-07-30 00:00:00.000000,Dormant"
"2316-ESMLS,2023-05-10 00:00:00.000000,Dormant"
"2320-JRSDE,2023-09-22 00:00:00.000000,Dormant"
"2320-SLKMB,2024-03-06 00:00:00.000000,Dormant"
"2320-TZRRH,2024-04-07 00:00:00.000000,Dormant"
"2320-YKQBO,2023-05-22 00:00:00.000000,Dormant"
"2321-OMBXY,2024-04-09 00:00:00.000000,Dormant"
"2322-VCZHZ,2024-02-01 00:00:00.000000,Dormant"
"2323-ARSVR,2023-07-03 00:00:00.000000,Dormant"
"2324-AALNO,2024-03-24 00:00:00.000000,Dormant"
"2324-EFHVG,2023-12-12 00:00:00.000000,Dormant"
"2325-NBPZG,2023-06-05 00:00:00.000000,Dormant"
"2325-WINES,2023-12-02 00:00:00.000000,Dormant"
"2325-ZUSFD,2023-12-17 00:00:00.000000,Dormant"
"2330-PQGDQ,2024-05-27 00:00:00.000000,Dormant"
"2332-EFBJY,2024-01-24 00:00:00.000000,Dormant"
"2332-TODQS,2024-03-29 00:00:00.000000,Dormant"
"2333-KWEWW,2023-09-19 00:00:00.000000,Dormant"
"2335-GSODA,2024-04-23 00:00:00.000000,Dormant"
"2338-BQEZT,2024-04-03 00:00:00.000000,Dormant"
"2342-CKIAO,2023-04-14 00:00:00.000000,Dormant"
"2344-JMOGN,2023-08-30 00:00:00.000000,Dormant"
"2346-CZYIL,2023-10-15 00:00:00.000000,Dormant"
"2346-DJQTB,2024-05-04 00:00:00.000000,Dormant"
"2346-LOCWC,2023-09-15 00:00:00.000000,Dormant"
"2347-WKKAE,2023-08-04 00:00:00.000000,Dormant"
"2348-KCJLT,2023-12-10 00:00:00.000000,Dormant"
"2351-BKRZW,2024-01-22 00:00:00.000000,Dormant"
"2351-RRBUE,2023-10-31 00:00:00.000000,Dormant"
"2357-COQEK,2024-06-07 00:00:00.000000,Dormant"
"2359-KLTEK,2024-05-02 00:00:00.000000,Dormant"
"2359-KMGLI,2023-12-24 00:00:00.000000,Dormant"
"2359-QWQUL,2023-11-22 00:00:00.000000,Dormant"
"2360-RDGRO,2023-09-29 00:00:00.000000,Dormant"
"2361-FJWNO,2024-05-29 00:00:00.000000,Dormant"
"2361-UPSND,2024-05-23 00:00:00.000000,Dormant"
"2362-IBOOY,2024-03-24 00:00:00.000000,Dormant"
"2363-BJLSL,2023-10-17 00:00:00.000000,Dormant"
"2364-UFROM,2023-09-23 00:00:00.000000,Dormant"
"2368-GAKKQ,2024-03-07 00:00:00.000000,Dormant"
"2369-FEVNO,2023-03-10 00:00:00.000000,Dormant"
"2369-UAPKZ,2023-12-25 00:00:00.000000,Dormant"
"2371-JQHZZ,2024-05-22 00:00:00.000000,Dormant"
"2371-JUNGC,2023-08-19 00:00:00.000000,Dormant"
"2371-KFUOG,2024-05-01 00:00:00.000000,Dormant"
"2372-HWUHI,2023-12-05 00:00:00.000000,Dormant"
"2373-NTKOD,2023-03-23 00:00:00.000000,Dormant"
"2378-HTWFW,2024-03-24 00:00:00.000000,Dormant"
"2378-VTKDH,2024-04-16 00:00:00.000000,Dormant"
"2378-YIZKA,2024-06-04 00:00:00.000000,Dormant"
"2379-ENZGV,2023-05-09 00:00:00.000000,Dormant"
"2379-GYFLQ,2023-12-14 00:00:00.000000,Dormant"
"2380-DAMQP,2023-08-04 00:00:00.000000,Dormant"
"2382-BCKQJ,2023-08-17 00:00:00.000000,Dormant"
"2384-OVPSA,2023-08-20 00:00:00.000000,Dormant"
"2386-LAHRK,2023-05-25 00:00:00.000000,Dormant"
"2386-OWURY,2024-02-28 00:00:00.000000,Dormant"
"2387-KDZQY,2024-02-29 00:00:00.000000,Dormant"
"2388-LAESQ,2023-08-31 00:00:00.000000,Dormant"
"2391-IPLOP,2024-02-11 00:00:00.000000,Dormant"
"2391-SOORI,2023-12-29 00:00:00.000000,Dormant"
"2393-DIVAI,2023-06-09 00:00:00.000000,Dormant"
"2397-BRLOM,2023-03-09 00:00:00.000000,Dormant"
"2398-YPMUR,2023-06-22 00:00:00.000000,Dormant"
"2400-FEQME,2024-01-28 00:00:00.000000,Dormant"
"2400-XIWIO,2024-06-01 00:00:00.000000,Dormant"
"2402-TAIRZ,2023-09-22 00:00:00.000000,Dormant"
"2403-BCASL,2024-05-08 00:00:00.000000,Dormant"
"2404-JIBFC,2024-06-04 00:00:00.000000,Dormant"
"2405-LBMUW,2024-01-23 00:00:00.000000,Dormant"
"2408-PSJVE,2023-08-24 00:00:00.000000,Dormant"
"2408-TZMJL,2024-03-07 00:00:00.000000,Dormant"
"2408-WITXK,2024-02-11 00:00:00.000000,Dormant"
"2410-CIYFZ,2023-02-01 00:00:00.000000,Dormant"
"2418-TPEUN,2024-05-19 00:00:00.000000,Dormant"
"2419-FSORS,2023-12-26 00:00:00.000000,Dormant"
"2424-WVHPL,2023-07-03 00:00:00.000000,Dormant"
"2428-HYUNX,2024-04-24 00:00:00.000000,Dormant"
"2428-ZMCTB,2023-03-17 00:00:00.000000,Dormant"
"2429-AYKKO,2023-10-30 00:00:00.000000,Dormant"
"2430-RRYUW,2024-05-08 00:00:00.000000,Dormant"
"2430-USGXP,2023-08-09 00:00:00.000000,Dormant"
"2432-TFSMK,2023-07-22 00:00:00.000000,Dormant"
"2433-KMEAS,2023-12-08 00:00:00.000000,Dormant"
"2434-EEVDB,2023-12-15 00:00:00.000000,Dormant"
"2436-QBZFP,2024-02-01 00:00:00.000000,Dormant"
"2439-LYPMQ,2023-10-06 00:00:00.000000,Dormant"
"2439-QKJUL,2023-11-26 00:00:00.000000,Dormant"
"2446-BEGGB,2023-10-07 00:00:00.000000,Dormant"
"2446-PLQVO,2023-04-23 00:00:00.000000,Dormant"
"2446-ZKVAF,2024-01-26 00:00:00.000000,Dormant"
"2450-ZKEED,2023-06-28 00:00:00.000000,Dormant"
"2451-YMUXS,2023-10-03 00:00:00.000000,Dormant"
"2452-KDRRH,2023-11-07 00:00:00.000000,Dormant"
"2452-MRMZF,2024-01-02 00:00:00.000000,Dormant"
"2452-SNHFZ,2023-07-23 00:00:00.000000,Dormant"
"2453-SAFNS,2023-12-25 00:00:00.000000,Dormant"
"2454-RPBRZ,2023-12-21 00:00:00.000000,Dormant"
"2455-USLMV,2024-05-03 00:00:00.000000,Dormant"
"2458-EOMRE,2023-07-03 00:00:00.000000,Dormant"
"2460-FPSYH,2024-02-11 00:00:00.000000,Dormant"
"2460-NGXBJ,2023-12-20 00:00:00.000000,Dormant"
"2462-XIIJB,2023-09-25 00:00:00.000000,Dormant"
"2465-BLLEU,2023-05-20 00:00:00.000000,Dormant"
"2466-FCCPT,2023-09-28 00:00:00.000000,Dormant"
"2466-NEJOJ,2023-07-18 00:00:00.000000,Dormant"
"2468-SJFLM,2023-06-27 00:00:00.000000,Dormant"
"2469-DTSGX,2023-08-26 00:00:00.000000,Dormant"
"2472-OVKUP,2023-03-16 00:00:00.000000,Dormant"
"2474-BRUCM,2024-01-31 00:00:00.000000,Dormant"
"2474-LCNUE,2024-02-04 00:00:00.000000,Dormant"
"2475-MROZF,2024-04-19 00:00:00.000000,Dormant"
"2476-YGEFM,2023-10-21 00:00:00.000000,Dormant"
"2478-EEWWM,2023-08-24 00:00:00.000000,Dormant"
"2479-BRAMR,2023-10-03 00:00:00.000000,Dormant"
"2480-EJWYP,2024-02-05 00:00:00.000000,Dormant"
"2480-JZOSN,2023-03-05 00:00:00.000000,Dormant"
"2480-SQIOB,2023-05-21 00:00:00.000000,Dormant"
"2481-SBOYW,2023-09-03 00:00:00.000000,Dormant"
"2482-CZGBB,2023-12-15 00:00:00.000000,Dormant"
"2483-XSSMZ,2024-05-17 00:00:00.000000,Dormant"
"2484-DGXPZ,2023-12-31 00:00:00.000000,Dormant"
"2485-ITVKB,2023-07-20 00:00:00.000000,Dormant"
"2486-WYVVE,2024-04-16 00:00:00.000000,Dormant"
"2495-INZWQ,2023-06-18 00:00:00.000000,Dormant"
"2495-KZNFB,2023-12-07 00:00:00.000000,Dormant"
"2495-TTHBQ,2023-03-10 00:00:00.000000,Dormant"
"2498-XLDZR,2023-10-12 00:00:00.000000,Dormant"
"2499-AJYUA,2023-09-22 00:00:00.000000,Dormant"
"2501-XWWTZ,2024-01-28 00:00:00.000000,Dormant"
"2504-DSHIH,2024-04-26 00:00:00.000000,Dormant"
"2506-CLAKW,2024-01-30 00:00:00.000000,Dormant"
"2506-TNFCO,2023-04-10 00:00:00.000000,Dormant"
"2507-QZPQS,2023-06-24 00:00:00.000000,Dormant"
"2509-TFPJU,2024-03-31 00:00:00.000000,Dormant"
"2511-ALLCS,2023-09-21 00:00:00.000000,Dormant"
"2511-MORQY,2023-11-12 00:00:00.000000,Dormant"
"2514-GINMM,2023-05-29 00:00:00.000000,Dormant"
"2516-VQRRV,2023-02-11 00:00:00.000000,Dormant"
"2516-XSJKX,2024-05-13 00:00:00.000000,Dormant"
"2519-ERQOJ,2024-02-03 00:00:00.000000,Dormant"
"2519-FAKOD,2023-12-10 00:00:00.000000,Dormant"
"2519-LBNQL,2024-01-25 00:00:00.000000,Dormant"
"2519-TWKFS,2024-04-08 00:00:00.000000,Dormant"
"2521-NPUZR,2024-03-14 00:00:00.000000,Dormant"
"2522-AHJXR,2024-04-28 00:00:00.000000,Dormant"
"2522-WLNSF,2023-11-18 00:00:00.000000,Dormant"
"2523-EWWZL,2024-05-03 00:00:00.000000,Dormant"
"2525-GVKQU,2024-02-17 00:00:00.000000,Dormant"
"2528-HFYZX,2023-05-18 00:00:00.000000,Dormant"
"2530-ENDWQ,2024-04-29 00:00:00.000000,Dormant"
"2530-FMFXO,2024-02-02 00:00:00.000000,Dormant"
"2533-QVMSK,2023-11-24 00:00:00.000000,Dormant"
"2533-TIBIX,2024-01-31 00:00:00.000000,Dormant"
"2535-PBCGC,2024-02-20 00:00:00.000000,Dormant"
"2538-OIMXF,2023-01-24 00:00:00.000000,Dormant"
"2541-YGPKE,2024-06-04 00:00:00.000000,Dormant"
"2542-HYGIQ,2023-11-23 00:00:00.000000,Dormant"
"2545-EBUPK,2023-10-05 00:00:00.000000,Dormant"
"2545-LXYVJ,2024-04-17 00:00:00.000000,Dormant"
"2546-KZAAT,2024-05-17 00:00:00.000000,Dormant"
"2550-AEVRU,2024-02-16 00:00:00.000000,Dormant"
"2550-QHZGP,2023-08-30 00:00:00.000000,Dormant"
"2558-BUOZZ,2023-07-23 00:00:00.000000,Dormant"
"2560-PPCHE,2023-10-15 00:00:00.000000,Dormant"
"2560-QTSBS,2024-05-03 00:00:00.000000,Dormant"
"2560-WBWXF,2023-08-17 00:00:00.000000,Dormant"
"2565-JSLRY,2023-10-19 00:00:00.000000,Dormant"
"2568-BRGYX,2023-08-22 00:00:00.000000,Dormant"
"2568-OIADY,2023-07-25 00:00:00.000000,Dormant"
"2569-WGERO,2024-01-22 00:00:00.000000,Dormant"
